code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
AAA,2013J,63827,F,West Midlands Region,A Level or Equivalent,20-Oct,35-55,0,60,N,Pass
AAA,2013J,63856,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
AAA,2013J,63949,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
AAA,2013J,63958,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
AAA,2013J,64246,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass
AAA,2013J,64275,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn
AAA,2013J,64296,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
AAA,2013J,64388,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
AAA,2013J,64427,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass
AAA,2013J,64450,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction
AAA,2013J,64767,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
AAA,2013J,64777,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
AAA,2013J,64901,F,North Region,HE Qualification,,0-35,0,60,N,Fail
AAA,2013J,65002,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn
AAA,2013J,65656,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Pass
AAA,2013J,65807,M,South East Region,HE Qualification,20-30%,0-35,0,300,N,Withdrawn
AAA,2013J,66047,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
AAA,2013J,66254,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
AAA,2013J,66451,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
AAA,2013J,66577,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
AAA,2013J,66579,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail
AAA,2013J,66713,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn
AAA,2013J,66892,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction
AAA,2013J,67182,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
AAA,2013J,67471,M,London Region,A Level or Equivalent,20-Oct,35-55,0,120,Y,Withdrawn
AAA,2013J,67505,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
AAA,2013J,67539,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
AAA,2013J,67602,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail
AAA,2013J,67685,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass
AAA,2013J,67781,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
AAA,2013J,67785,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass
AAA,2013J,67863,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail
AAA,2013J,67986,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
AAA,2013J,68011,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn
AAA,2013J,68107,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
AAA,2013J,68208,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass
AAA,2013J,68376,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass
AAA,2013J,68417,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass
AAA,2013J,68556,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Pass
AAA,2013J,69239,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass
AAA,2013J,69346,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
AAA,2013J,69439,F,London Region,Lower Than A Level,20-Oct,0-35,0,60,N,Pass
AAA,2013J,69489,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Pass
AAA,2013J,69491,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass
AAA,2013J,69494,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
AAA,2013J,69703,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Distinction
AAA,2013J,69843,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
AAA,2013J,70011,F,North Region,HE Qualification,,35-55,0,60,N,Pass
AAA,2013J,70214,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
AAA,2013J,70381,F,South Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn
AAA,2013J,70464,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass
AAA,2013J,70495,M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Pass
AAA,2013J,70537,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
AAA,2013J,70569,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
AAA,2013J,70608,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
AAA,2013J,70750,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
AAA,2013J,70771,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
AAA,2013J,70827,M,Ireland,HE Qualification,,35-55,0,60,N,Pass
AAA,2013J,71159,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
AAA,2013J,71209,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
AAA,2013J,71252,F,West Midlands Region,A Level or Equivalent,20-Oct,0-35,0,60,Y,Pass
AAA,2013J,71275,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
AAA,2013J,71361,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
AAA,2013J,71433,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
AAA,2013J,71504,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
AAA,2013J,71578,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
AAA,2013J,71676,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
AAA,2013J,71723,F,London Region,Lower Than A Level,20-Oct,35-55,0,60,N,Pass
AAA,2013J,71897,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
AAA,2013J,72057,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail
AAA,2013J,72070,M,East Midlands Region,A Level or Equivalent,20-Oct,0-35,0,120,N,Pass
AAA,2013J,72114,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
AAA,2013J,72349,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass
AAA,2013J,72400,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
AAA,2013J,72451,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
AAA,2013J,72609,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass
AAA,2013J,72693,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
AAA,2013J,72864,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
AAA,2013J,73019,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass
AAA,2013J,73489,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
AAA,2013J,73584,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
AAA,2013J,73664,M,London Region,HE Qualification,20-30%,55<=,0,60,N,Pass
AAA,2013J,73874,F,North Region,HE Qualification,20-Oct,0-35,0,150,N,Fail
AAA,2013J,74113,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
AAA,2013J,74130,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
AAA,2013J,74165,M,East Anglian Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
AAA,2013J,74169,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
AAA,2013J,74290,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
AAA,2013J,74372,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Pass
AAA,2013J,74502,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass
AAA,2013J,74521,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass
AAA,2014J,74524,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass
AAA,2014J,74574,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
AAA,2014J,74585,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction
AAA,2014J,74695,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
AAA,2014J,74734,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
AAA,2014J,75091,M,North Region,HE Qualification,30-40%,35-55,0,60,N,Pass
AAA,2014J,75107,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass
AAA,2014J,75118,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
AAA,2014J,75255,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass
AAA,2014J,75309,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
AAA,2014J,75399,F,East Midlands Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
AAA,2014J,75427,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
AAA,2014J,75442,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail
AAA,2014J,75454,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
AAA,2014J,75469,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
AAA,2014J,75728,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn
AAA,2014J,76081,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
AAA,2014J,76196,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
AAA,2014J,76536,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
AAA,2014J,76579,M,South East Region,Lower Than A Level,20-Oct,35-55,0,60,N,Withdrawn
AAA,2014J,76949,M,South Region,Lower Than A Level,70-80%,35-55,1,60,N,Pass
AAA,2014J,77241,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
AAA,2014J,77367,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
AAA,2014J,77692,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass
AAA,2014J,77744,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Pass
AAA,2014J,77746,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass
AAA,2014J,77763,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
AAA,2014J,77845,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
AAA,2014J,77995,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
AAA,2014J,77998,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass
AAA,2014J,78170,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction
AAA,2014J,78255,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Pass
AAA,2014J,78645,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn
AAA,2014J,79261,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
AAA,2014J,79378,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
AAA,2014J,79403,M,South East Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
AAA,2014J,79461,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
AAA,2014J,79610,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
AAA,2014J,79683,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
AAA,2014J,80001,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn
AAA,2014J,80243,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,Y,Pass
AAA,2014J,80329,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction
AAA,2014J,80358,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail
AAA,2014J,80438,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,N,Pass
AAA,2014J,80448,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail
AAA,2014J,80491,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass
AAA,2014J,80717,M,North Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass
AAA,2014J,80745,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,Y,Pass
AAA,2014J,80775,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
AAA,2014J,80868,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
AAA,2014J,80886,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
AAA,2014J,81216,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
AAA,2014J,81351,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass
AAA,2014J,81536,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
AAA,2014J,81754,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn
AAA,2014J,82088,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass
AAA,2014J,82201,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
AAA,2014J,82341,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,Pass
AAA,2014J,82535,M,North Region,A Level or Equivalent,20-Oct,35-55,0,60,N,Pass
AAA,2014J,82556,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass
AAA,2014J,82575,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
AAA,2014J,82611,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
AAA,2014J,82741,F,East Anglian Region,HE Qualification,90-100%,35-55,0,270,N,Withdrawn
AAA,2014J,82817,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass
AAA,2014J,83219,M,Yorkshire Region,Lower Than A Level,20-Oct,35-55,0,60,N,Fail
AAA,2014J,83254,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass
AAA,2014J,83453,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
AAA,2014J,83553,M,East Midlands Region,HE Qualification,20-Oct,35-55,0,60,N,Pass
AAA,2014J,83588,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
AAA,2014J,83603,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Pass
AAA,2014J,84051,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
AAA,2014J,84245,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Pass
AAA,2014J,84299,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
AAA,2014J,84541,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
AAA,2014J,84576,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass
AAA,2014J,84604,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
AAA,2014J,84605,M,Yorkshire Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
AAA,2014J,84664,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
AAA,2014J,84812,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
AAA,2014J,85092,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
AAA,2014J,85144,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass
AAA,2014J,85216,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction
AAA,2014J,85241,M,South West Region,A Level or Equivalent,20-Oct,35-55,0,60,N,Distinction
AAA,2014J,85302,F,London Region,A Level or Equivalent,80-90%,35-55,1,120,N,Withdrawn
AAA,2014J,85304,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
AAA,2014J,85325,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
AAA,2014J,85874,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
AAA,2014J,86047,M,North Region,Lower Than A Level,,35-55,0,60,N,Distinction
AAA,2014J,86291,F,South Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass
AAA,2014J,86538,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail
AAA,2014J,86669,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
AAA,2014J,87042,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
AAA,2014J,87107,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
AAA,2014J,87152,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass
AAA,2014J,87264,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
AAA,2014J,87322,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn
AAA,2014J,87431,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass
AAA,2014J,87604,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
AAA,2014J,87732,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Pass
AAA,2014J,87929,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,N,Pass
AAA,2014J,88340,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
AAA,2014J,88439,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
AAA,2014J,88490,M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
AAA,2014J,88568,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass
AAA,2014J,88580,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
AAA,2014J,88758,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
AAA,2014J,88781,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
AAA,2014J,88910,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
AAA,2014J,88957,M,North Western Region,A Level or Equivalent,20-Oct,35-55,0,60,Y,Pass
AAA,2014J,89051,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
AAA,2014J,89092,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
AAA,2014J,89188,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Pass
AAA,2014J,89545,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
AAA,2014J,89727,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Fail
AAA,2014J,89778,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
AAA,2014J,89850,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
AAA,2014J,89895,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
AAA,2014J,89904,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
AAA,2014J,90243,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass
AAA,2014J,90361,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
AAA,2014J,90537,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
AAA,2014J,90651,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
AAA,2014J,90836,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
AAA,2014J,90901,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
AAA,2014J,90979,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
AAA,2014J,91040,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass
AAA,2014J,91041,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
AAA,2014J,91164,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
AAA,2014J,91265,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
AAA,2014J,91322,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn
AAA,2014J,91354,M,Yorkshire Region,A Level or Equivalent,20-Oct,35-55,0,60,N,Pass
AAA,2014J,91470,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,180,N,Withdrawn
AAA,2014J,91629,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail
AAA,2014J,91801,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
AAA,2014J,92103,F,South Region,HE Qualification,90-100%,35-55,1,60,N,Distinction
AAA,2014J,92166,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
AAA,2014J,92274,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Fail
AAA,2014J,92312,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
AAA,2014J,92341,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass
AAA,2014J,92391,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
AAA,2014J,92775,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
AAA,2014J,92832,M,East Anglian Region,HE Qualification,20-Oct,0-35,0,120,N,Withdrawn
AAA,2014J,92947,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,N,Pass
AAA,2014J,92993,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass
AAA,2014J,93925,F,North Region,A Level or Equivalent,,0-35,0,60,N,Pass
AAA,2014J,94484,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass
AAA,2014J,94616,M,Scotland,HE Qualification,40-50%,35-55,0,120,N,Withdrawn
AAA,2014J,94749,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
AAA,2014J,94923,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
AAA,2014J,94961,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
AAA,2014J,94964,F,East Midlands Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
AAA,2014J,94978,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
AAA,2014J,95356,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
AAA,2014J,95746,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Pass
AAA,2014J,95755,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass
AAA,2014J,95906,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass
AAA,2014J,96117,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
AAA,2014J,96291,M,Scotland,HE Qualification,20-Oct,0-35,0,60,N,Pass
AAA,2014J,96423,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
AAA,2014J,96475,M,Ireland,HE Qualification,,0-35,0,60,N,Pass
AAA,2014J,96538,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
AAA,2014J,96592,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction
AAA,2014J,96729,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
AAA,2014J,96864,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
AAA,2014J,96873,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
AAA,2014J,96874,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
AAA,2014J,96945,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass
AAA,2014J,97006,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass
AAA,2014J,97154,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
